wave/AA   f_lambda/F_Ha
      2754.08   0.00126425
      2756.58   0.00126546
      2759.08   0.00126669
      2762.42   0.00126810
      2764.94   0.00126872
      2767.46   0.00126992
      2769.98   0.00127112
      2773.35   0.00127252
      2775.88   0.00127370
      2778.42   0.00127489
      2781.81   0.00127567
      2784.36   0.00127743
      2786.92   0.00127861
      2789.47   0.00128035
      2792.89   0.00128113
      2795.46   0.00128228
      2798.04   0.00128985
      2800.61   0.00128575
      2804.06   0.00434320
      2806.65   0.00128822
      2809.24   0.00128935
      2811.84   0.00129105
      2815.32   0.00129235
      2817.93   0.00129405
      2820.54   0.00129574
      2823.17   0.00129685
      2826.67   0.00129813
      2829.30   0.00129980
      2831.94   0.00130262
      2834.58   0.00130314
      2837.22   0.00130480
      2840.76   0.00130604
      2843.42   0.00130826
      2846.08   0.00130990
      2848.75   0.00131153
      2851.42   0.00131317
      2855.00   0.00131495
      2857.68   0.00131656
      2860.37   0.00131818
      2863.07   0.00132036
      2865.77   0.00132196
      2869.37   0.00132371
      2872.09   0.00132530
      2874.80   0.00132744
      2877.53   0.00132959
      2880.25   0.00133117
      2882.99   0.00133330
      2886.64   0.00133500
      2889.38   0.00133712
      2892.13   0.00133923
      2894.89   0.00134077
      2897.65   0.00134288
      2900.41   0.00134497
      2904.11   0.00134662
      2906.89   0.00134926
      2909.67   0.00135134
      2912.46   0.00135340
      2915.25   0.00135546
      2918.05   0.00135751
      2920.86   0.00136011
      2923.67   0.00136216
      2927.42   0.00136375
      2930.25   0.00136633
      2933.08   0.00136836
      2935.91   0.00137092
      2938.75   0.00137292
      2941.59   0.00137548
      2944.44   0.00137748
      2947.30   0.00138167
      2950.16   0.00138254
      2953.03   0.00138506
      2956.86   0.00138713
      2959.74   0.00138909
      2962.63   0.00139158
      2965.52   0.00139408
      2968.41   0.00139657
      2971.32   0.00139905
      2974.23   0.00140151
      2977.14   0.00140453
      2980.06   0.00140698
      2982.98   0.00140942
      2985.92   0.00141186
      2988.85   0.00141484
      2991.80   0.00141727
      2994.74   0.00141968
      2997.70   0.00142264
      3000.66   0.00142504
      3003.62   0.00142797
      3006.60   0.00143036
      3010.57   0.00143281
      3013.55   0.00143572
      3016.55   0.00143861
      3019.54   0.00144096
      3022.55   0.00144385
      3025.56   0.00144673
      3028.57   0.00144960
      3031.59   0.00145245
      3034.62   0.00145530
      3037.65   0.00145815
      3040.69   0.00146099
      3043.74   0.00146380
      3046.79   0.00146716
      3049.85   0.00146996
      3052.91   0.00147276
      3055.98   0.00147608
      3059.06   0.00147887
      3062.14   0.00148217
      3065.23   0.00148493
      3068.33   0.00148821
      3070.39   0.00149147
      3073.50   0.00149474
      3076.61   0.00149800
      3079.73   0.00150124
      3082.85   0.00150395
      3085.99   0.00150718
      3089.12   0.00151040
      3092.27   0.00151362
      3095.42   0.00151681
      3098.57   0.00152001
      3101.74   0.00152319
      3104.90   0.00152689
      3108.08   0.00153004
      3111.26   0.00153321
      3114.45   0.00153687
      3117.65   0.00153999
      3120.85   0.00154312
      3124.06   0.00154676
      3126.20   0.00153683
      3129.42   0.00153994
      3132.65   0.00154356
      3135.88   0.00154665
      3139.12   0.00155025
      3142.36   0.00155384
      3145.62   0.00155690
      3148.88   0.00156046
      3152.14   0.00156401
      3155.42   0.00156756
      3157.60   0.00157164
      3160.89   0.00157517
      3164.18   0.00157869
      3167.48   0.00158220
      3170.78   0.00158569
      3174.09   0.00158916
      3177.41   0.00159316
      3180.74   0.00159662
      3182.96   0.00160062
      3186.30   0.00160458
      3189.64   0.00161158
      3192.99   0.00161194
      3196.35   0.00161535
      3199.72   0.00161926
      3203.09   0.00162315
      3205.34   0.00162760
      3208.73   0.00163098
      3212.12   0.00163484
      3215.52   0.00163869
      3218.93   0.00164252
      3222.34   0.00164635
      3224.62   0.00165075
      3228.05   0.00165456
      3231.48   0.00165885
      3234.92   0.00166264
      3238.37   0.00166641
      3241.82   0.00167066
      3244.13   0.00167501
      3247.60   0.00167924
      3251.07   0.00168298
      3254.55   0.00168718
      3258.04   0.00169087
      3260.37   0.00169568
      3263.87   0.00169985
      3267.38   0.00170401
      3270.90   0.00170816
      3274.43   0.00171231
      3276.78   0.00171705
      3280.32   0.00172116
      3283.86   0.00172526
      3287.41   0.00172936
      3289.79   0.00173406
      3293.35   0.00173811
      3296.93   0.00174267
      3300.51   0.00174670
      3302.90   0.00175186
      3306.49   0.00175587
      3310.09   0.00176036
      3313.70   0.00176485
      3316.11   0.00176946
      3319.74   0.00177393
      3323.37   0.00177836
      3327.01   0.00178278
      3329.44   0.00178785
      3333.09   0.00179225
      3336.75   0.00179665
      3340.42   0.00180103
      3342.87   0.00180603
      3346.55   0.00181038
      3350.24   0.00181521
      3353.94   0.00181953
      3356.41   0.00182499
      3360.12   0.00182929
      3363.84   0.00183357
      3366.32   0.00183899
      3370.06   0.00184373
      3373.80   0.00184798
      3376.30   0.00185336
      3380.05   0.00185807
      3383.82   0.00186274
      3387.59   0.00186741
      3390.11   0.00187275
      3393.89   0.00187740
      3397.69   0.00188202
      3400.22   0.00188781
      3404.03   0.00189240
      3407.85   0.00189699
      3410.40   0.00190273
      3414.23   0.00190728
      3418.07   0.00191230
      3420.64   0.00191754
      3424.49   0.00192205
      3428.36   0.00178955
      3430.94   0.00179438
      3434.82   0.00179900
      3438.70   0.00180313
      3441.30   0.00180794
      3445.20   0.00181252
      3449.11   0.00181707
      3451.72   0.00182184
      3455.65   0.00182639
      3459.58   0.00183090
      3462.21   0.00183610
      3466.16   0.00184061
      3468.80   0.00184579
      3472.76   0.00185025
      3476.74   0.00185471
      3479.39   0.00185985
      3483.38   0.00186428
      3486.04   0.00186987
      3490.05   0.00187426
      3494.06   0.00187865
      3496.74   0.00188420
      3500.77   0.00188902
      3504.81   0.00189336
      3507.50   0.00189842
      3511.56   0.00190320
      3514.26   0.00190869
      3518.33   0.00191342
      3522.41   0.00191817
      3525.14   0.00192362
      3529.23   0.00192832
      3531.96   0.00193375
      3536.07   0.00193842
      3538.82   0.00194383
      3542.95   0.00194846
      3547.08   0.00195309
      3549.84   0.00195893
      3554.00   0.00196351
      3556.77   0.00196933
      3560.94   0.00197389
      3563.72   0.00197967
      3567.91   0.00198421
      3570.70   0.00198996
      3574.90   0.00199493
      3579.11   0.00199986
      3581.93   0.00200557
      3586.15   0.00201049
      3588.98   0.00201663
      3593.22   0.00202106
      3596.05   0.00202672
      3600.32   0.00203157
      3603.16   0.00203766
      3607.44   0.00204248
      3610.30   0.00204808
      3614.59   0.00205378
      3617.46   0.00205891
      3621.77   0.00206410
      3624.65   0.00207011
      3628.98   0.00207485
      3633.32   0.00207999
      3636.22   0.00208642
      3640.57   0.00209108
      3643.49   0.00209657
      3646.40   0.00210161
      3650.78  0.000338159
      3655.17  0.000337438
      3658.11  0.000336858
      3662.52  0.000336140
      3665.46  0.000335603
      3668.41  0.000335023
      3672.84  0.000335285
      3675.81  0.000334790
      3680.26  0.000334608
      3683.23  0.000306043
      3687.70  0.000305321
      3690.69  0.000304146
      3695.18  0.000303951
      3698.17  0.000303396
      3702.68  0.000301926
      3705.69  0.000302914
      3710.22  0.000300521
      3713.24  0.000300936
      3717.78  0.000299120
      3720.82  0.000298482
      3723.86  0.000300909
      3728.43     0.120789
      3731.48  0.000296494
      3736.07  0.000298225
      3739.13  0.000295101
      3743.74  0.000294345
      3746.81  0.000293756
      3751.44  0.000295916
      3754.53  0.000292371
      3757.63  0.000291784
      3762.28  0.000291031
      3765.39  0.000290403
      3770.06  0.000289738
      3773.18  0.000292654
      3776.30  0.000288484
      3781.00  0.000287737
      3784.14  0.000287151
      3788.86  0.000286494
      3792.01  0.000285868
      3796.75   0.00523699
      3799.92  0.000289136
      3803.09  0.000283963
      3807.85  0.000283308
      3811.04  0.000282687
      3815.82  0.000281990
      3819.02  0.000281413
      3822.22  0.000281688
      3827.04  0.000280141
      3830.25  0.000279566
      3833.47   0.00681111
      3838.32  0.000284460
      3841.55  0.000277766
      3846.41  0.000277077
      3849.66  0.000276503
      3852.92  0.000275974
      3857.81  0.000275287
      3861.08  0.000274758
      3864.35  0.000274186
      3869.27   0.00325754
      3872.56  0.000273059
      3875.85  0.000272448
      3880.80  0.000271764
      3884.11  0.000271237
      3887.42    0.0166820
      3892.40  0.000285577
      3895.73  0.000269509
      3899.06  0.000268986
      3904.07  0.000268349
      3907.42  0.000267826
      3910.77  0.000267304
      3915.81  0.000266669
      3919.17  0.000266149
      3922.55  0.000265628
      3927.62  0.000265078
      3931.00  0.000264476
      3934.40  0.000263958
      3939.50  0.000263326
      3942.91  0.000262850
      3946.32  0.000262334
      3951.45  0.000261705
      3954.88  0.000261230
      3958.32  0.000260714
      3963.48  0.000260087
      3966.93  0.000260314
      3970.38    0.0162216
      3973.84  0.000258629
      3979.05  0.000258044
      3982.52  0.000257532
      3986.01  0.000257062
      3991.24  0.000256480
      3994.74  0.000255969
      3998.25  0.000255500
      4001.76  0.000255031
      4007.03  0.000254452
      4010.56  0.000254105
      4014.09  0.000253477
      4019.40  0.000252899
      4022.95  0.000252433
      4026.50  0.000251965
      4030.06  0.000252999
      4035.41  0.000250965
      4038.99  0.000250500
      4042.57  0.000250036
      4046.16  0.000249573
      4051.56  0.000248999
      4055.16  0.000248578
      4058.77  0.000248115
      4062.39  0.000247654
      4067.83  0.000247121
      4071.46   0.00363740
      4075.10  0.000246280
      4078.75  0.000246778
      4084.23  0.000245251
      4087.89  0.000244792
      4091.56  0.000244373
      4095.24  0.000243953
      4098.92  0.000243497
      4104.46    0.0194528
      4108.16  0.000242551
      4111.86  0.000242134
      4115.58  0.000241679
      4121.16  0.000241154
      4124.89  0.000240855
      4128.62  0.000240323
      4132.37  0.000239907
      4136.12  0.000239492
      4141.75  0.000238969
      4145.52  0.000238793
      4149.29  0.000238141
      4153.08  0.000237769
      4156.86  0.000237356
      4162.56  0.000236836
      4166.36  0.000236424
      4170.17  0.000236050
      4173.99  0.000235640
      4177.82  0.000235229
      4183.57  0.000234748
      4187.41  0.000234338
      4191.26  0.000233968
      4195.12  0.000233559
      4198.99  0.000233188
      4202.86  0.000232779
      4208.68  0.000232303
      4212.57  0.000231932
      4216.47  0.000231525
      4220.37  0.000231157
      4224.28  0.000230788
      4228.20  0.000230419
      4234.09  0.000229946
      4238.03  0.000229538
      4241.97  0.000229210
      4245.92  0.000228806
      4249.88  0.000228438
      4253.85  0.000228071
      4257.82  0.000227705
      4263.80  0.000227233
      4267.79  0.000226944
      4271.79  0.000226542
      4275.80  0.000226176
      4279.81  0.000225850
      4283.83  0.000225448
      4287.86  0.000225122
      4291.90  0.000224758
      4297.97  0.000224326
      4302.03  0.000223964
      4306.09  0.000223600
      4310.17  0.000223276
      4314.25  0.000222914
      4318.33  0.000222589
      4322.43  0.000222228
      4326.53  0.000221904
      4330.64  0.000221580
      4336.82  0.000221114
      4340.95    0.0385243
      4345.09  0.000253196
      4349.24  0.000220145
      4353.39  0.000219786
      4357.55  0.000219463
      4361.72  0.000271388
      4365.90  0.000218857
      4370.09  0.000218498
      4374.28  0.000218176
      4378.48  0.000217856
      4384.80  0.000217429
      4389.02  0.000217109
      4393.25  0.000217160
      4397.49  0.000216469
      4401.74  0.000216186
      4405.99  0.000215865
      4410.26  0.000215547
      4414.53  0.000215227
      4418.81  0.000214944
      4423.10  0.000214625
      4427.39  0.000214307
      4431.70  0.000214024
      4436.01  0.000213743
      4440.33  0.000213461
      4444.66  0.000213107
      4451.17  0.000212722
      4455.52  0.000212442
      4459.88  0.000212123
      4464.25  0.000211844
      4468.63  0.000211563
      4473.01  0.000214017
      4477.41  0.000210965
      4481.81  0.000210686
      4486.22  0.000210406
      4490.64  0.000210126
      4495.07  0.000209810
      4499.51  0.000209530
      4503.95  0.000209251
      4508.41  0.000208972
      4512.87  0.000208693
      4517.34  0.000208414
      4521.83  0.000208173
      4526.32  0.000207893
      4530.81  0.000207614
      4535.32  0.000207337
      4539.84  0.000207059
      4544.37  0.000206817
      4548.90  0.000206539
      4553.45  0.000206262
      4558.00  0.000206019
      4562.56  0.000205741
      4567.13  0.000205464
      4571.72  0.000205223
      4576.31  0.000204945
      4580.90  0.000204704
      4585.51  0.000204427
      4590.13  0.000204185
      4594.76  0.000203945
      4599.39  0.000203669
      4604.04  0.000203428
      4608.70  0.000203187
      4613.36  0.000202910
      4618.03  0.000202670
      4622.72  0.000202430
      4627.41  0.000202188
      4632.11  0.000201948
      4636.83  0.000201707
      4641.55  0.000201467
      4646.28  0.000201228
      4651.02  0.000200988
      4655.77  0.000200816
      4660.53  0.000200577
      4665.30  0.000200267
      4670.08  0.000200028
      4672.48  0.000199889
      4677.27  0.000199650
      4682.07  0.000199445
      4686.89  0.000199205
      4691.71  0.000198966
      4696.55  0.000198727
      4701.39  0.000198521
      4706.25  0.000198282
      4711.11  0.000198077
      4715.99  0.000198080
      4720.87  0.000197633
      4725.76  0.000197394
      4730.67  0.000197189
      4735.58  0.000196951
      4740.51  0.000196745
      4745.44  0.000196507
      4747.92  0.000196405
      4752.87  0.000196200
      4757.83  0.000195995
      4762.80  0.000195757
      4767.78  0.000195553
      4772.77  0.000195347
      4777.78  0.000195143
      4782.79  0.000194939
      4787.81  0.000194733
      4792.85  0.000194528
      4797.89  0.000194325
      4800.42  0.000194223
      4805.48  0.000194018
      4810.55  0.000193814
      4815.64  0.000193608
      4820.73  0.000193404
      4825.83  0.000193200
      4830.95  0.000192995
      4836.07  0.000192790
      4841.21  0.000192619
      4843.78  0.000192517
      4848.94  0.000192313
      4854.10  0.000192142
      4859.27    0.0653777
      4864.46  0.000254056
      4869.66  0.000191561
      4874.87  0.000191357
      4880.09  0.000191186
      4882.70  0.000191117
      4887.94  0.000190912
      4893.18  0.000190706
      4898.44  0.000190535
      4903.71  0.000190363
      4908.99  0.000190159
      4914.29  0.000189987
      4916.94  0.000189919
      4922.25  0.000190410
      4927.57  0.000189542
      4932.90  0.000189369
      4938.24  0.000189198
      4943.60  0.000189025
      4948.97  0.000188854
      4951.66  0.000188785
      4957.04    0.0106331
      4962.44  0.000199778
      4967.85  0.000188268
      4973.27  0.000188094
      4978.70  0.000187923
      4981.42  0.000187853
      4986.87  0.000187680
      4992.33  0.000187507
      4997.81  0.000187334
      5003.29  0.000187194
      5008.79    0.0413470
      5011.54  0.000186984
      5017.06  0.000188175
      5022.59  0.000186638
      5028.13  0.000186464
      5033.68  0.000186323
      5036.46  0.000186253
      5042.04  0.000186112
      5047.62  0.000185938
      5053.21  0.000185861
      5058.82  0.000185623
      5061.63  0.000185585
      5067.26  0.000185411
      5072.90  0.000185269
      5078.55  0.000185126
      5084.22  0.000184952
      5087.05  0.000184913
      5092.74  0.000184772
      5098.43  0.000184597
      5104.14  0.000184454
      5109.87  0.000184312
      5112.73  0.000184273
      5118.47  0.000184129
      5124.23  0.000183986
      5129.99  0.000183843
      5132.88  0.000183802
      5138.67  0.000183659
      5144.47  0.000183515
      5150.28  0.000183372
      5156.11  0.000183228
      5159.03  0.000183188
      5164.87  0.000183043
      5170.73  0.000182899
      5176.60  0.000182754
      5179.55  0.000182714
      5185.44  0.000182600
      5191.34  0.000182456
      5197.26  0.000182310
      5200.23  0.000182960
      5206.17  0.000182155
      5212.12  0.000182009
      5218.09  0.000181864
      5221.08  0.000181854
      5227.06  0.000181707
      5233.07  0.000181593
      5239.08  0.000181446
      5242.09  0.000181436
      5248.13  0.000181290
      5254.18  0.000181174
      5260.24  0.000181027
      5263.28  0.000181016
      5269.36  0.000180898
      5275.46  0.000180814
      5278.52  0.000180740
      5284.64  0.000180624
      5290.77  0.000180506
      5296.92  0.000180359
      5300.00  0.000180346
      5306.17  0.000180228
      5312.35  0.000180110
      5318.55  0.000179992
      5321.66  0.000179979
      5327.88  0.000179861
      5334.11  0.000179742
      5337.24  0.000179730
      5343.49  0.000179610
      5349.77  0.000179491
      5352.91  0.000179477
      5359.20  0.000179357
      5365.51  0.000179238
      5371.83  0.000179118
      5375.00  0.000179104
      5381.35  0.000178983
      5387.71  0.000178863
      5390.89  0.000178878
      5397.28  0.000178757
      5403.68  0.000178636
      5406.88  0.000178651
      5413.30  0.000178529
      5419.74  0.000178407
      5422.96  0.000178421
      5429.42  0.000178299
      5435.90  0.000178177
      5442.39  0.000178084
      5445.64  0.000178069
      5452.15  0.000177975
      5458.68  0.000177851
      5461.95  0.000177864
      5468.51  0.000177770
      5475.07  0.000177647
      5478.37  0.000177659
      5484.96  0.000177535
      5491.57  0.000177439
      5494.88  0.000177452
      5501.51  0.000177357
      5504.83  0.000177338
      5511.49  0.000177243
      5518.16  0.000177206
      5521.50  0.000177158
      5528.20  0.000177032
      5534.91  0.000176935
      5538.27  0.000177004
      5545.01  0.000176848
      5551.77  0.000176750
      5555.15  0.000176760
      5561.93  0.000176662
      5568.72  0.000176563
      5572.13  0.000176572
      5578.95  0.000176473
      5585.78  0.000176373
      5589.21  0.000176383
      5596.07  0.000176284
      5599.51  0.000176291
      5606.40  0.000176220
      5613.30  0.000176120
      5616.76  0.000176127
      5623.69  0.000176027
      5630.64  0.000175954
      5634.12  0.000175960
      5641.09  0.000175860
      5644.58  0.000175866
      5651.58  0.000175792
      5658.60  0.000175690
      5662.11  0.000175724
      5669.15  0.000175622
      5672.68  0.000175627
      5679.75  0.000175553
      5686.84  0.000175448
      5690.39  0.000175482
      5697.50  0.000175377
      5701.06  0.000175382
      5708.20  0.000175306
      5715.36  0.000175200
      5718.95  0.000175232
      5726.13  0.000175155
      5729.73  0.000175160
      5736.94  0.000175082
      5744.17  0.000175003
      5747.79  0.000175006
      5755.05  0.000174928
      5758.69  0.000175383
      5765.97  0.000174879
      5769.62  0.000174882
      5776.93  0.000174800
      5784.26  0.000174721
      5787.94  0.000174750
      5795.30  0.000174668
      5798.98  0.000174699
      5806.37  0.000174616
      5813.78  0.000174535
      5817.49  0.000174564
      5824.92  0.000174481
      5828.64  0.000174509
      5836.11  0.000174426
      5839.85  0.000174454
      5847.34  0.000174369
      5851.09  0.000174397
      5858.61  0.000174313
      5866.15  0.000174227
      5869.93  0.000174255
      5877.50   0.00634274
      5881.29  0.000179518
      5888.89  0.000174137
      5892.70  0.000174190
      5900.32  0.000174076
      5904.14  0.000174128
      5911.80  0.000174040
      5915.64  0.000174065
      5923.33  0.000174005
      5931.03  0.000173917
      5934.90  0.000173941
      5942.63  0.000173878
      5946.51  0.000173903
      5954.28  0.000173813
      5958.17  0.000173863
      5965.97  0.000173773
      5969.88  0.000173824
      5977.70  0.000173732
      5981.63  0.000173781
      5989.49  0.000173689
      5993.43  0.000173738
      6001.32  0.000173672
      6005.27  0.000173694
      6013.19  0.000173628
      6017.16  0.000173650
      6025.12  0.000173582
      6029.10  0.000173630
      6037.09  0.000173563
      6041.09  0.000173582
      6049.10  0.000173514
      6057.14  0.000173445
      6061.17  0.000173491
      6069.24  0.000173395
      6073.28  0.000173441
      6081.39  0.000173371
      6085.45  0.000173416
      6093.58  0.000173345
      6097.66  0.000173389
      6105.83  0.000173291
      6109.92  0.000173336
      6114.02  0.000173380
      6122.23  0.000173307
      6126.34  0.000173349
      6134.59  0.000173276
      6138.72  0.000173319
      6147.00  0.000173244
      6151.15  0.000173287
      6159.46  0.000173212
      6163.62  0.000173253
      6171.97  0.000173205
      6176.15  0.000173246
      6184.53  0.000173170
      6188.73  0.000173209
      6197.14  0.000173132
      6201.36  0.000173173
      6209.81  0.000173094
      6214.04  0.000173161
      6222.53  0.000173082
      6226.78  0.000173121
      6235.29  0.000173040
      6239.56  0.000173106
      6243.84  0.000173144
      6252.40  0.000173063
      6256.69  0.000173127
      6265.29  0.000173045
      6269.60  0.000173083
      6278.24  0.000173027
      6282.56  0.000173063
      6291.24  0.000173006
      6295.58  0.000173042
      6304.29   0.00119565
      6308.65  0.000173019
      6313.02  0.000173674
      6321.78  0.000172995
      6326.16  0.000173030
      6334.95  0.000172971
      6339.36  0.000173004
      6348.19  0.000172943
      6352.61  0.000173002
      6357.04  0.000173036
      6365.92  0.000173307
      6370.37  0.000173007
      6379.29  0.000172945
      6383.75  0.000173002
      6392.71  0.000172913
      6397.19  0.000172971
      6401.69  0.000173027
      6410.69  0.000172961
      6415.20  0.000172993
      6424.24  0.000172927
      6428.77  0.000172983
      6437.85  0.000172916
      6442.40  0.000172946
      6446.96  0.000173001
      6456.09  0.000172933
      6460.67  0.000172987
      6469.84  0.000172919
      6474.43  0.000172972
      6479.03  0.000172999
      6488.26  0.000172930
      6492.88  0.000172983
      6502.14  0.000172911
      6506.78  0.000172965
      6511.43  0.000173016
      6520.74  0.000172943
      6525.41  0.000172995
      6534.77  0.000172922
      6539.45  0.000172972
      6544.15    0.0169315
      6553.56  0.000191065
      6558.27  0.000172998
      6567.72     0.141155
      6572.46  0.000172972
      6577.20  0.000173021
      6586.71    0.0491147
      6591.47  0.000172993
      6601.01  0.000172940
      6605.80  0.000172989
      6610.59  0.000173036
      6620.19  0.000172957
      6625.00  0.000173004
      6629.82  0.000173050
      6639.48  0.000172995
      6644.31  0.000172182
      6654.01  0.000172126
      6658.88  0.000172173
      6663.74  0.000172219
      6673.50  0.000172137
      6678.39  0.000172207
      6683.28  0.000173569
      6693.10  0.000172170
      6698.02  0.000172214
      6702.94  0.000172282
      6712.81  0.000172199
      6717.76    0.0231838
      6727.68  0.000172182
      6732.64    0.0262612
      6737.62  0.000172291
      6747.59  0.000172205
      6752.59  0.000172270
      6757.60  0.000172312
      6767.63  0.000172225
      6772.66  0.000172290
      6777.70  0.000172331
      6787.79  0.000172267
      6792.85  0.000172306
      6797.91  0.000172370
      6808.07  0.000172281
      6813.15  0.000172343
      6818.25  0.000172382
      6828.46  0.000172315
      6833.58  0.000172378
      6838.71  0.000172415
      6848.99  0.000172346
      6854.14  0.000172384
      6859.29  0.000172444
      6869.63  0.000172350
      6874.81  0.000172411
      6880.00  0.000172470
      6890.40  0.000172376
      6895.61  0.000172435
      6900.83  0.000172493
      6911.30  0.000172397
      6916.54  0.000172455
      6921.79  0.000172512
      6932.32  0.000172440
      6937.59  0.000172473
      6942.88  0.000172529
      6953.47  0.000172453
      6958.78  0.000172487
      6964.09  0.000172543
      6969.42  0.000172597
      6980.09  0.000172520
      6985.44  0.000172574
      6990.80  0.000172629
      7001.54  0.000172528
      7006.92  0.000172582
      7012.31  0.000172635
      7023.11  0.000172555
      7028.53  0.000172608
      7033.95  0.000172661
      7039.38  0.000172690
      7050.27  0.000172608
      7055.73  0.000172659
      7061.19  0.000172709
      7072.15  0.000173503
      7077.64  0.000172678
      7083.14  0.000172728
      7094.16  0.000172643
      7099.69  0.000172693
      7105.22  0.000172741
      7110.76  0.000172790
      7121.87  0.000172703
      7127.44  0.000172752
      7133.02   0.00499505
      7138.61  0.000172848
      7149.80  0.000172760
      7155.42  0.000172807
      7161.04  0.000172852
      7172.30  0.000172763
      7177.95  0.000172808
      7183.61  0.000172854
      7189.27  0.000172899
      7200.63  0.000172808
      7206.32  0.000172852
      7212.03  0.000172896
      7217.73  0.000172940
      7229.18  0.000172870
      7234.92  0.000172913
      7240.67  0.000172955
      7246.42  0.000172999
      7257.96  0.000172904
      7263.75  0.000172946
      7269.54  0.000173010
      7281.15  0.000172913
      7286.97  0.000173177
      7292.80  0.000172995
      7298.64  0.000173034
      7310.34  0.000172936
      7316.21  0.000172998
      7322.09   0.00111966
      7327.97  0.000173833
      7333.87  0.000173115
      7345.69  0.000173036
      7351.61  0.000173074
      7357.55  0.000173112
      7363.49  0.000173150
      7375.40  0.000173069
      7381.38  0.000173106
      7387.36  0.000173142
      7393.35  0.000173179
      7405.36  0.000173095
      7411.38  0.000173132
      7417.41  0.000173167
      7423.45  0.000173223
      7435.56  0.000173116
      7441.63  0.000173150
      7447.71  0.000172899
      7453.80  0.000172955
      7459.90  0.000172989
      7472.13  0.000172902
      7478.26  0.000172934
      7484.40  0.000172968
      7490.55  0.000173021
      7502.88  0.000172911
      7509.06  0.000172942
      7515.25  0.000172995
      7521.45  0.000173025
      7527.66  0.000173078
      7540.12  0.000172987
      7546.36  0.000173016
      7552.61  0.000173047
      7558.87  0.000173075
      7565.15  0.000173126
      7577.72  0.000173010
      7584.03  0.000173060
      7590.34  0.000173089
      7596.67  0.000173138
      7603.00  0.000173165
      7615.71  0.000173069
      7622.07  0.000173095
      7628.45  0.000173142
      7634.84  0.000173168
      7641.24  0.000173215
      7654.07  0.000173097
      7660.50  0.000173142
      7666.95  0.000173167
      7673.40  0.000173212
      7679.87  0.000173237
      7692.83  0.000173136
      7699.32  0.000173159
      7705.83  0.000173203
      7712.35  0.000173226
      7718.88  0.000173270
      7725.42  0.000173313
      7738.54  0.000173188
      7745.11  0.000173231
      7751.70   0.00115954
      7758.30  0.000173293
      7764.91  0.000173334
      7771.53  0.000173375
      7784.80  0.000173247
      7791.45  0.000173288
      7798.12  0.000173308
      7804.79  0.000173348
      7811.48  0.000173366
      7824.89  0.000173256
      7831.61  0.000173295
      7838.35  0.000173313
      7845.09  0.000173351
      7851.85  0.000169443
      7858.62  0.000169483
      7865.40  0.000169523
      7879.00  0.000169397
      7885.81  0.000169437
      7892.64  0.000169455
      7899.48  0.000169493
      7906.33  0.000169513
      7913.19  0.000169550
      7926.96  0.000169441
      7933.86  0.000169459
      7940.77  0.000169496
      7947.69  0.000169534
      7954.62  0.000169590
      7961.57  0.000169586
      7968.53  0.000169621
      7982.49  0.000169489
      7989.48  0.000169523
      7996.49  0.000169559
      8003.51  0.000169593
      8010.54  0.000169608
      8017.59  0.000169642
      8024.65  0.000169675
      8038.80  0.000169538
      8045.90  0.000169572
      8053.00  0.000169665
      8060.12  0.000169636
      8067.26  0.000169669
      8074.40  0.000169700
      8081.56  0.000169732
      8088.73  0.000169763
      8103.11  0.000169642
      8110.32  0.000169653
      8117.54  0.000169702
      8124.78  0.000169732
      8132.02  0.000169762
      8139.29  0.000169790
      8146.56  0.000169839
      8153.85  0.000169867
      8168.46  0.000169763
      8175.78  0.000169809
      8183.12  0.000169876
      8190.48  0.000169963
      8197.84  0.000166807
      8205.22  0.000165504
      8212.61  5.69717e-05
      8220.02  5.69402e-05
      8227.44  5.68889e-05
      8242.31  5.68060e-05
      8249.77  5.67547e-05
      8257.25  5.67230e-05
      8264.73  5.66914e-05
      8272.23  5.56937e-05
      8279.75  5.56430e-05
      8287.27  5.56123e-05
      8294.81  5.55617e-05
      8302.37  5.55307e-05
      8309.94  5.54803e-05
      8325.11  5.53987e-05
      8332.72  5.53481e-05
      8340.35  5.54735e-05
      8347.99  5.54618e-05
      8355.64  5.52355e-05
      8363.30  5.53992e-05
      8370.98  5.51535e-05
      8378.68  5.52003e-05
      8386.38  5.50911e-05
      8394.11  5.51182e-05
      8401.84  5.50091e-05
      8417.36  5.49077e-05
      8425.14  5.49538e-05
      8432.93  5.48451e-05
      8440.74  5.48909e-05
      8448.56  5.47822e-05
      8456.40  5.47315e-05
      8464.25  5.46808e-05
      8472.12  5.47454e-05
      8480.00  5.45983e-05
      8487.90  5.45669e-05
      8495.81  5.45352e-05
      8503.73  5.46186e-05
      8511.67  5.44527e-05
      8527.60  5.43700e-05
      8535.58  5.43385e-05
      8543.58  5.42874e-05
      8551.59  5.44082e-05
      8559.62  5.42048e-05
      8567.67  5.41729e-05
      8575.73  5.41410e-05
      8583.80  5.42800e-05
      8591.89  5.40581e-05
      8600.00  5.44053e-05
      8608.12  5.39940e-05
      8616.26  5.39620e-05
      8624.41  5.39111e-05
      8632.58  5.38789e-05
      8640.76  5.38278e-05
      8648.96  5.38146e-05
      8665.40  5.37126e-05
      8673.64  5.40562e-05
      8681.91  5.36291e-05
      8690.18  5.35969e-05
      8698.47  5.35646e-05
      8706.78  5.35134e-05
      8715.11  5.34809e-05
      8723.44  5.34485e-05
      8731.80  5.34161e-05
